age,foundation_type,roof_type,position,label,loc_id,num_floors,area,height,num_families,ownership_type,configuration,surface_condition
0,r,n,s,1,18,1,10,8,1,v,d,t
20,r,q,s,1,8,3,7,6,1,v,d,t
5,w,q,s,1,20,2,6,7,1,v,d,t
25,r,n,s,1,17,2,6,5,1,v,d,t
0,u,x,s,0,17,1,17,3,0,w,d,t
20,r,n,s,1,10,3,8,8,2,v,d,t
5,r,n,s,1,8,2,6,5,1,v,d,t
20,r,q,s,1,8,2,14,5,1,v,d,t
5,i,x,s,0,7,1,12,3,0,v,d,n
0,r,q,s,1,21,2,8,4,1,v,d,t
40,r,n,s,1,3,2,9,6,1,v,d,t
80,r,q,s,1,4,2,5,5,1,v,d,t
35,r,n,t,1,10,3,6,7,1,v,d,t
10,r,n,t,1,17,2,11,5,1,v,d,t
20,r,q,s,1,4,4,6,9,1,v,d,t
50,r,n,s,1,27,2,6,5,1,v,d,t
105,r,n,s,1,17,2,15,5,2,v,d,n
35,r,n,s,1,20,2,7,6,1,v,d,t
15,r,n,s,1,7,2,7,4,1,v,d,t
10,r,n,s,1,21,2,6,5,3,w,d,t
20,r,q,s,1,4,3,6,7,1,v,d,t
15,r,q,s,1,21,2,7,4,1,v,d,t
30,r,n,s,1,21,3,11,6,1,v,d,t
15,u,n,t,1,25,2,16,6,1,v,d,t
100,r,n,j,1,27,4,12,8,1,v,d,t
70,r,q,s,1,6,2,3,5,0,v,d,t
50,r,n,s,1,7,2,3,4,1,v,d,n
25,r,n,s,1,20,2,7,6,1,v,d,t
20,r,n,t,1,17,3,7,11,1,v,d,n
30,r,q,s,1,21,2,7,5,2,v,d,t
0,i,x,t,0,20,1,9,3,1,v,d,t
10,r,n,s,1,6,1,12,2,1,v,d,t
40,r,q,s,1,21,3,8,6,1,v,d,t
20,r,n,s,1,27,2,7,6,1,v,d,t
15,r,n,s,1,16,2,9,6,1,v,d,t
20,r,n,t,1,10,1,8,3,1,v,d,t
65,r,n,s,1,21,3,6,7,1,v,d,t
10,r,n,s,1,17,3,4,6,0,v,d,o
0,u,q,s,0,20,1,8,3,0,v,d,t
5,w,q,s,0,20,2,4,5,1,v,d,t
5,r,q,t,1,17,2,7,4,1,v,d,t
25,r,n,s,1,8,1,5,3,1,v,d,t
0,r,n,s,1,10,2,6,3,1,v,d,t
15,r,n,t,1,7,2,5,4,1,v,d,t
20,r,n,t,1,27,3,9,6,1,v,d,n
45,r,n,s,1,27,2,8,6,1,v,d,t
15,r,n,s,1,8,3,13,7,1,v,d,t
30,r,n,j,1,7,3,7,8,0,v,d,t
0,i,x,s,0,8,1,17,3,1,v,d,t
10,r,n,s,1,10,2,6,4,1,v,d,n
35,r,q,s,1,17,2,6,5,1,v,d,t
15,i,x,t,0,26,2,21,6,1,v,d,t
10,r,x,s,0,26,1,17,3,1,v,d,t
30,r,q,o,1,11,4,6,8,1,v,d,t
10,r,n,s,1,7,2,8,6,1,v,d,t
40,r,n,t,1,6,2,7,6,0,v,d,o
20,r,n,s,1,21,2,7,5,1,v,d,t
30,r,n,s,1,7,2,4,4,1,v,d,t
5,r,n,s,1,17,2,5,5,1,v,d,t
35,r,n,s,1,10,2,9,6,1,v,d,t
0,w,n,s,0,20,2,6,5,1,a,d,t
15,r,n,s,1,17,2,7,5,1,v,d,t
25,r,n,s,1,17,1,6,4,1,v,d,t
5,r,n,s,1,8,2,8,5,1,v,d,n
0,r,n,s,1,27,2,6,4,1,w,d,t
15,r,n,s,1,3,3,6,9,1,v,d,t
0,r,n,s,1,8,2,8,5,2,v,d,t
15,r,n,s,1,8,2,19,3,1,v,d,t
10,r,n,s,0,16,2,7,5,1,v,d,t
40,r,n,s,1,11,2,6,7,1,v,d,t
0,r,n,s,1,7,2,6,8,1,r,d,t
20,w,q,s,1,20,1,3,2,1,v,d,t
40,r,q,s,1,17,2,8,5,1,v,d,t
40,r,q,s,1,17,2,5,4,0,v,d,t
5,r,n,s,0,13,2,8,5,1,v,d,t
20,r,n,s,1,26,2,8,5,1,v,d,t
5,r,n,s,0,12,1,6,3,1,v,d,t
40,r,q,s,1,3,3,5,8,1,v,d,t
40,r,n,s,1,17,2,8,7,1,v,d,t
35,r,q,s,0,13,3,6,6,0,v,d,n
10,r,n,s,1,7,2,5,4,1,v,d,t
55,u,n,s,1,24,3,5,8,2,v,d,t
20,r,q,s,1,21,3,6,7,1,v,d,t
15,r,n,s,1,20,1,6,5,1,v,d,t
50,r,q,s,1,10,3,5,10,1,v,d,t
15,r,q,s,0,9,2,14,5,1,v,d,t
0,r,q,s,1,17,2,8,4,1,v,d,n
5,r,n,s,0,13,2,7,5,1,v,d,t
20,r,q,s,1,1,3,11,5,1,v,d,t
35,r,q,s,1,21,3,15,6,1,v,d,t
30,r,q,s,1,21,2,5,7,2,v,d,t
15,r,q,s,1,17,3,6,10,1,v,d,n
10,r,n,s,0,21,2,5,7,1,v,d,t
0,r,n,s,1,7,1,5,3,1,v,d,t
15,r,q,s,1,16,3,8,6,1,v,d,t
0,r,n,t,0,7,2,4,4,1,v,d,t
0,r,n,s,1,25,1,3,2,1,v,d,t
10,r,n,s,1,16,2,11,5,1,v,d,t
90,r,n,s,1,7,3,18,7,0,v,d,t
25,r,n,s,1,17,2,6,5,1,v,d,n
25,r,n,s,1,12,2,6,6,1,v,d,t
10,r,n,s,1,8,3,5,6,0,v,d,o
30,r,q,s,1,10,3,5,5,1,v,d,t
15,u,x,j,0,6,2,7,7,0,v,d,t
30,r,n,s,1,27,1,5,3,1,v,d,t
10,w,n,s,0,6,2,4,5,1,v,d,t
5,r,q,t,1,7,2,3,4,1,v,d,t
0,r,n,s,1,10,2,5,5,1,v,d,t
15,r,n,s,1,13,1,3,3,1,v,d,t
10,u,n,t,0,26,2,35,7,1,v,d,t
0,r,n,s,1,10,1,7,4,1,v,d,n
30,u,x,t,0,26,2,13,7,2,v,d,t
100,r,n,o,1,8,2,5,6,1,v,d,t
15,r,n,t,1,18,2,5,5,1,v,d,t
5,r,n,s,1,11,2,8,5,1,v,d,t
20,r,n,s,1,11,1,5,2,1,v,d,t
0,w,n,s,0,26,2,5,5,1,v,d,t
45,r,n,s,1,27,3,9,7,1,v,d,t
50,r,n,s,1,10,2,5,4,1,v,d,t
25,r,n,s,1,10,1,8,5,1,v,d,t
25,r,q,s,1,23,3,11,7,1,v,d,o
15,r,n,s,1,8,2,5,4,1,v,d,o
20,r,q,t,1,21,3,5,6,1,v,d,t
15,u,x,s,0,26,2,11,7,0,v,d,t
25,r,n,s,1,21,3,7,6,2,v,d,t
15,r,n,s,0,26,2,6,7,1,v,d,t
20,h,n,s,1,9,1,2,2,1,a,d,t
20,r,n,s,1,17,2,7,5,1,v,d,t
5,w,n,s,0,26,1,3,4,1,v,d,n
20,r,q,s,1,17,2,10,6,1,v,d,t
20,r,n,s,1,21,3,8,8,1,v,d,n
25,r,n,s,1,8,3,14,6,1,v,d,t
60,r,q,s,1,17,3,6,6,2,v,d,t
25,r,n,s,1,21,2,5,5,1,w,d,t
15,u,n,t,1,10,2,6,5,1,v,d,t
0,u,n,s,0,26,2,5,5,1,v,d,t
10,w,q,s,0,20,2,7,5,1,r,u,t
35,r,n,s,1,8,2,5,7,1,v,d,t
15,r,n,s,1,27,3,7,6,0,v,d,n
55,r,q,t,1,17,3,12,6,3,v,d,t
0,r,n,s,1,13,2,6,5,1,v,d,t
5,r,n,s,1,17,3,8,6,1,v,d,o
25,r,n,t,1,8,2,6,5,1,v,d,t
20,r,n,t,1,10,2,6,5,1,v,d,t
20,r,q,s,1,21,3,7,5,1,v,d,t
0,r,n,s,1,17,3,9,5,1,v,d,t
50,r,n,s,1,21,1,8,2,1,v,d,t
10,u,x,j,0,27,3,32,11,1,v,d,t
35,r,n,t,1,6,2,12,5,1,v,d,t
50,r,n,j,1,3,4,10,9,1,v,d,t
15,r,n,t,1,21,2,2,4,1,a,d,t
20,r,q,s,1,7,2,3,4,1,v,d,t
0,r,n,s,1,21,3,8,6,0,v,d,t
5,r,q,s,1,17,1,5,2,1,v,d,t
10,r,n,t,1,8,2,9,5,1,v,d,t
20,r,n,s,1,8,3,5,6,1,v,d,t
15,r,q,s,1,17,1,20,3,1,v,q,t
15,r,q,t,1,7,2,6,5,1,v,d,t
0,r,n,s,0,24,2,10,5,1,v,d,n
10,r,n,s,1,10,2,5,4,1,v,d,n
25,r,q,s,1,17,3,9,6,1,v,q,t
20,r,n,s,1,8,2,11,5,1,v,d,t
30,r,q,t,1,21,2,3,4,1,v,d,t
20,r,n,s,1,27,2,14,6,1,v,d,o
0,i,x,t,1,21,7,17,23,1,v,d,t
5,w,n,s,0,26,2,5,5,1,a,d,t
0,r,n,s,1,21,2,6,5,0,v,d,t
60,r,n,t,1,3,3,7,6,1,v,d,t
20,r,n,s,1,17,2,4,5,1,v,d,t
100,r,n,t,1,27,3,3,7,1,v,d,t
0,r,n,s,0,7,1,3,3,1,v,d,t
80,r,n,t,1,10,1,6,3,1,v,d,t
25,r,n,s,1,27,3,19,7,1,v,d,t
20,r,q,s,1,7,2,6,5,1,v,d,t
15,r,q,t,1,17,2,8,6,1,v,d,o
15,r,n,s,1,27,2,4,5,1,v,d,t
10,r,n,s,0,26,2,5,5,1,v,d,n
10,r,n,s,1,17,1,7,3,1,v,d,t
15,r,n,s,0,19,2,5,6,1,v,d,t
20,r,q,s,1,21,3,10,10,1,v,d,t
40,r,n,s,1,4,1,5,2,1,w,d,t
10,r,q,s,1,10,3,5,8,1,v,d,t
20,r,n,s,1,6,2,4,7,1,v,d,t
0,i,x,s,0,6,3,12,9,1,v,d,t
30,r,q,s,1,7,2,3,6,1,v,d,t
10,r,n,s,1,8,2,5,6,2,v,d,t
35,r,n,s,1,17,3,10,7,1,v,d,t
5,u,q,t,0,26,1,9,3,1,a,d,t
20,r,q,s,1,10,3,5,8,1,v,d,t
25,r,q,s,1,10,2,4,8,1,v,d,t
30,r,n,s,1,27,2,8,3,0,v,d,t
10,w,n,s,0,26,2,4,5,1,a,d,t
15,r,n,s,1,8,3,7,6,1,v,q,t
35,r,n,s,1,18,2,6,6,1,v,d,t
20,w,n,s,0,26,1,10,3,1,v,d,t
80,r,n,s,1,27,2,16,5,1,v,d,t
30,r,q,s,1,17,3,10,6,0,v,d,t
15,r,n,s,0,13,2,9,4,1,v,d,n
10,r,n,s,1,26,2,6,7,1,v,d,t
10,r,n,s,1,25,2,11,5,1,v,d,t
0,w,q,s,0,20,1,7,3,0,v,d,t
10,i,x,t,0,17,2,13,7,1,v,d,t
20,r,n,s,0,9,2,4,5,1,v,d,t
15,r,q,t,1,4,2,10,4,1,v,d,t
20,r,q,t,1,17,2,9,6,2,v,d,t
40,r,n,s,0,24,2,10,4,1,v,d,t
30,r,n,s,1,5,2,13,5,1,v,d,t
5,r,n,s,0,17,1,9,3,1,w,d,t
15,r,n,t,1,18,2,11,5,1,v,d,t
15,r,q,s,1,17,3,8,5,1,v,d,t
5,r,q,s,1,7,2,12,6,1,v,d,t
15,r,n,s,0,26,3,9,6,1,v,d,n
5,u,n,s,0,26,1,5,3,1,v,u,t
15,r,n,t,1,27,3,6,7,1,v,d,t
35,r,n,s,0,8,2,11,4,1,v,d,t
25,r,n,s,1,8,2,5,4,1,v,d,t
10,i,x,s,0,11,3,21,10,1,v,d,t
25,r,n,s,0,13,2,7,5,1,v,d,t
10,i,x,s,0,6,5,14,16,2,v,d,t
25,r,n,t,1,18,1,9,3,1,v,q,t
15,w,q,s,1,20,2,8,6,1,v,d,t
15,r,n,s,0,22,2,7,5,1,v,d,t
30,r,q,s,1,4,3,5,6,1,v,d,t
0,r,q,t,1,17,2,11,6,1,v,d,o
30,r,n,s,1,7,2,18,6,1,v,d,t
20,r,n,t,1,8,3,5,7,1,v,d,t
5,r,q,s,1,10,2,5,5,1,v,d,n
5,r,q,s,1,21,2,13,4,1,v,d,t
20,r,n,s,1,10,2,5,4,1,v,d,t
10,r,n,s,1,3,3,11,10,1,v,q,t
30,r,n,s,1,17,2,17,5,1,v,d,t
15,r,n,s,1,8,3,9,6,1,v,q,t
5,r,n,s,0,26,1,18,4,1,a,d,n
20,r,n,t,1,17,3,6,7,1,v,d,t
25,r,n,s,1,7,1,5,4,1,v,d,t
5,r,n,s,1,17,2,4,5,1,v,d,n
10,r,n,s,0,0,2,5,6,1,v,d,t
5,h,q,s,1,7,2,6,4,1,v,d,t
5,r,q,s,0,20,2,9,7,1,v,d,t
20,r,n,s,1,10,1,8,3,1,v,d,n
5,r,n,t,1,8,1,3,2,1,v,d,t
5,r,n,s,1,17,2,7,5,1,v,d,t
0,r,q,s,1,21,3,8,6,1,v,d,t
50,r,q,s,1,21,2,6,5,1,v,d,n
0,i,x,s,0,11,2,13,6,1,v,d,t
15,r,n,s,1,11,2,14,6,1,v,d,n
25,r,n,s,1,8,1,4,3,1,v,d,t
45,r,n,s,0,13,2,8,5,1,v,d,n
15,w,q,s,0,20,2,11,5,1,a,d,t
5,r,q,s,1,21,2,8,5,2,v,d,t
20,r,q,s,1,10,2,11,5,1,v,d,t
25,i,q,j,0,6,3,12,10,0,v,d,t
10,r,n,s,1,8,3,4,6,1,v,d,t
75,r,n,s,1,17,2,6,5,0,v,d,t
10,r,q,t,1,6,2,9,6,0,v,d,t
5,r,n,s,1,10,2,9,5,1,v,d,t
30,r,n,t,1,3,3,6,7,1,v,d,t
10,r,n,s,1,21,2,8,4,2,v,d,t
55,r,n,s,1,8,2,7,5,1,v,d,t
35,r,n,s,1,30,2,13,5,1,v,d,t
45,r,n,t,1,18,2,9,5,1,v,d,t
20,u,x,j,0,6,4,15,10,1,v,d,t
20,r,n,s,1,7,2,3,5,1,v,d,t
20,r,n,t,1,8,3,6,7,1,v,d,t
10,r,n,s,1,26,2,8,6,1,v,d,t
10,w,q,s,0,20,2,9,6,1,v,u,t
10,r,n,s,1,8,3,14,8,2,v,d,t
5,u,n,s,0,5,1,3,3,0,v,d,t
45,r,n,s,1,11,1,3,3,1,v,d,t
20,r,n,s,1,10,2,3,4,0,v,d,t
15,r,n,s,1,16,1,7,3,0,v,d,t
0,r,n,s,1,21,2,6,5,0,v,d,t
20,r,q,j,0,26,1,9,2,1,a,d,t
15,r,n,s,1,6,3,14,7,1,v,d,t
30,r,n,s,1,6,2,5,5,1,v,d,n
5,r,q,t,0,20,2,9,4,0,v,d,n
10,u,q,t,0,20,1,7,4,1,v,d,t
0,r,n,s,1,21,2,5,4,1,v,q,t
20,r,n,s,1,10,2,9,5,1,v,d,t
30,r,n,s,1,17,3,5,7,1,v,d,t
20,h,n,s,1,21,1,5,2,1,v,d,n
5,u,x,s,0,26,2,14,6,2,v,d,n
95,r,n,s,1,21,3,9,6,2,v,u,t
25,r,n,s,1,21,3,7,6,2,v,d,t
0,u,n,s,0,10,1,3,2,1,v,d,t
15,i,x,s,0,6,4,15,12,1,v,c,t
30,r,n,s,1,17,2,7,5,0,v,d,t
5,r,n,s,1,9,2,4,5,1,v,d,t
20,r,n,s,1,8,2,5,7,1,v,d,t
0,u,x,s,0,26,1,6,3,1,v,d,t
15,r,n,s,0,13,2,13,5,1,v,d,t
0,i,x,s,0,11,1,10,3,0,v,d,n
15,r,q,t,1,7,2,21,6,1,v,d,t
5,r,n,t,1,21,3,8,7,1,v,d,t
5,w,n,s,0,26,2,3,4,1,v,d,t
50,r,n,s,1,6,3,5,7,0,v,d,t
0,w,q,s,1,20,2,9,5,1,v,d,n
20,r,q,s,0,2,2,8,4,1,v,d,t
0,r,n,s,1,7,2,11,5,1,v,d,t
35,r,n,s,1,17,2,6,4,1,v,d,n
5,r,n,s,1,3,2,5,6,1,v,d,t
25,r,n,s,1,7,2,6,8,1,v,d,t
30,r,n,s,1,27,3,5,7,1,v,d,n
20,r,n,s,1,20,2,9,8,0,v,d,t
35,r,n,s,1,21,1,6,3,3,v,d,t
35,r,n,s,1,7,2,4,4,0,v,d,t
5,w,q,s,0,20,2,17,5,2,v,d,n
15,r,n,s,1,21,3,14,5,2,v,d,t
0,r,q,s,0,13,2,6,5,1,v,d,t
10,r,n,s,1,4,2,14,5,1,v,d,t
20,r,q,s,1,17,2,6,6,2,v,d,t
10,r,n,s,1,8,1,8,2,1,v,d,t
15,r,n,t,1,17,2,13,5,1,v,d,t
65,r,n,s,1,22,2,2,5,1,v,d,t
15,w,n,s,1,26,2,5,5,1,v,d,t
35,r,n,t,1,26,1,15,4,1,v,d,t
40,r,n,s,1,7,2,5,4,1,v,d,t
5,r,n,s,1,8,2,11,5,1,v,d,t
25,r,q,s,1,17,2,6,7,1,v,d,t
15,r,q,s,0,20,2,8,6,1,v,d,t
5,u,q,s,1,17,2,7,5,1,v,d,t
90,r,q,s,1,8,2,3,6,1,v,d,t
20,r,n,t,1,7,2,3,5,1,v,d,t
20,r,q,s,1,17,3,8,7,1,v,d,t
15,r,q,t,1,10,2,6,4,1,v,d,t
40,r,n,s,1,6,2,8,6,1,v,d,t
10,r,n,s,0,26,2,12,5,0,v,d,n
10,r,n,s,1,15,2,6,5,1,v,d,t
80,r,q,t,1,27,3,20,7,1,v,d,t
20,r,n,s,1,12,2,3,5,1,v,d,t
20,r,q,s,1,7,2,16,5,1,v,d,t
0,r,n,s,0,26,1,9,3,1,v,u,t
15,r,n,s,1,7,2,11,5,1,v,d,t
25,r,n,s,1,6,2,7,8,1,v,d,n
0,w,q,s,0,20,2,6,4,1,v,d,t
0,w,n,s,1,26,1,3,2,1,a,d,t
20,r,q,s,1,6,2,3,6,1,v,d,t
30,r,n,s,1,6,1,5,3,1,v,d,o
45,r,q,s,1,10,2,6,5,1,v,d,t
10,r,q,s,1,13,1,8,3,1,v,d,t
5,r,n,s,1,27,1,13,2,1,v,u,n
20,r,n,t,1,20,2,4,7,1,v,d,t
15,u,x,s,1,27,3,13,9,1,v,d,t
50,r,n,s,1,20,2,8,8,0,v,d,t
15,r,q,s,1,6,2,9,8,1,v,d,t
0,w,n,s,0,13,1,5,2,1,v,d,t
25,r,x,j,0,6,2,6,7,0,v,d,t
5,u,x,t,0,6,3,26,9,1,v,d,t
25,r,n,s,1,10,3,7,5,1,v,d,t
15,r,n,s,1,14,3,9,7,1,v,d,t
15,r,n,s,1,10,2,5,5,1,v,d,t
5,r,n,s,1,20,2,10,6,0,v,d,t
15,r,n,s,1,30,2,8,5,1,v,d,t
0,i,x,s,0,10,3,49,9,0,v,d,t
25,r,n,t,1,7,1,23,3,1,v,d,t
10,r,n,s,0,24,2,4,5,1,v,d,t
20,r,n,s,1,6,2,7,8,1,v,d,o
5,r,n,s,1,21,1,6,2,1,v,d,t
5,r,n,s,1,8,1,5,7,1,v,d,t
10,r,n,t,1,27,2,3,4,1,v,d,n
0,r,n,s,1,6,2,7,6,1,v,d,t
40,r,q,s,1,17,1,6,3,1,v,d,t
30,r,q,t,1,3,2,8,7,1,v,d,t
20,r,n,s,1,6,2,3,4,1,v,d,n
15,r,n,s,1,11,2,6,5,1,v,d,t
25,r,n,s,1,8,2,5,6,1,v,d,t
45,r,n,t,1,11,2,7,5,1,v,d,n
20,r,n,s,1,6,2,9,5,1,v,d,t
15,i,x,s,0,7,2,9,6,0,v,d,n
20,r,n,t,1,8,3,6,6,1,v,d,t
15,u,n,s,1,9,2,17,6,1,v,d,t
20,r,q,s,1,7,3,10,7,1,w,d,t
40,r,n,j,1,7,3,14,7,0,v,q,t
25,r,q,s,1,17,3,13,7,0,v,d,t
200,h,n,j,1,18,2,5,8,1,v,d,t
15,r,q,s,1,10,3,5,2,1,v,d,t
5,u,q,s,0,20,2,9,8,1,v,d,t
45,r,n,s,1,30,2,13,5,1,v,d,t
10,r,q,s,1,17,2,7,5,1,v,d,o
20,r,q,s,1,21,2,9,5,1,v,d,t
15,r,q,s,1,13,2,4,5,1,v,d,t
20,r,q,s,1,4,2,6,5,1,v,d,t
30,r,n,s,1,5,2,7,5,1,v,d,t
25,r,n,s,1,21,3,6,8,2,v,d,t
25,r,q,s,1,21,3,4,6,1,v,d,t
0,w,q,s,0,26,1,2,3,1,v,d,t
25,r,n,t,1,3,2,3,5,1,v,q,t
25,r,q,s,1,17,2,6,4,1,v,d,t
15,r,n,t,1,7,2,7,5,1,w,d,o
20,r,n,s,1,26,2,8,5,1,v,d,t
10,r,n,s,1,6,2,7,6,0,v,d,t
0,i,x,j,0,26,1,15,3,1,v,d,n
0,i,x,s,0,21,2,10,7,1,v,d,t
30,r,n,s,1,27,2,11,4,1,v,d,t
25,r,q,s,1,7,3,5,7,1,v,d,t
20,u,x,s,0,26,1,24,3,1,v,d,t
25,u,n,s,1,1,2,9,7,1,v,d,n
35,r,n,s,1,10,2,48,6,1,v,d,t
10,r,q,s,1,17,2,4,6,1,v,d,n
40,r,n,s,1,18,3,9,6,1,v,d,t
10,r,n,s,0,22,2,5,4,1,v,d,t
5,r,q,s,1,17,2,5,5,1,v,d,t
25,r,q,s,1,17,3,8,6,1,v,d,t
15,r,n,s,1,19,2,7,6,1,v,d,t
0,u,q,s,1,20,2,13,5,1,v,d,n
10,r,n,s,1,17,2,7,7,1,v,d,t
30,r,q,t,1,8,3,5,8,1,v,d,t
35,r,n,t,1,7,3,4,6,2,v,d,t
35,r,q,s,1,3,3,6,8,1,v,d,t
5,r,n,s,1,21,3,8,6,1,v,d,t
5,h,q,s,0,20,2,4,6,1,v,d,t
20,r,n,s,1,8,3,8,7,1,v,d,t
5,r,n,s,0,16,2,10,6,1,v,u,t
25,r,n,s,1,23,1,7,3,1,v,d,t
10,r,q,s,1,10,1,5,2,1,r,d,t
15,r,n,s,1,21,3,5,5,3,v,d,t
50,r,n,s,1,17,1,6,2,1,v,d,n
10,r,q,s,1,26,2,5,6,1,v,d,t
10,r,q,s,1,21,2,8,5,1,v,d,t
65,r,q,s,1,1,2,11,5,1,v,d,t
15,r,n,s,1,10,2,8,5,1,v,d,t
50,r,q,t,1,11,2,8,5,1,v,d,t
25,r,n,s,1,12,2,4,4,1,v,d,t
100,r,n,j,1,27,5,2,13,1,v,d,n
50,r,n,s,1,25,1,7,3,1,v,d,t
5,r,q,s,1,4,3,3,7,1,v,d,t
5,r,n,s,0,21,3,6,6,1,v,d,t
80,r,n,t,1,27,3,10,9,1,v,d,t
20,r,n,s,1,11,2,8,5,1,v,d,t
20,r,n,s,0,13,2,16,5,0,v,d,t
25,u,q,s,1,21,2,3,4,1,v,d,n
40,r,n,t,1,17,2,6,5,1,v,d,t
70,r,n,t,1,17,2,16,5,1,v,d,t
35,r,n,s,1,7,1,5,4,1,v,d,t
35,r,n,s,1,12,2,24,6,1,v,d,t
5,w,n,s,0,26,2,5,4,1,a,q,n
20,r,n,s,1,28,2,7,6,1,v,q,t
5,r,n,s,1,8,3,12,7,1,v,q,t
20,r,n,s,1,16,3,8,6,1,v,d,t
15,r,q,s,1,7,2,8,5,1,v,d,o
0,r,q,s,0,20,2,5,4,1,v,d,t
30,r,n,s,1,7,1,3,2,1,v,d,t
5,u,n,s,0,20,1,9,3,0,v,d,t
10,r,n,t,1,3,3,14,8,1,r,d,t
10,r,n,t,1,8,2,5,5,1,v,d,t
40,r,n,t,1,11,3,8,8,0,v,d,n
25,r,n,t,1,8,3,9,7,1,v,d,t
40,r,n,s,1,17,3,7,6,2,v,d,t
5,u,q,s,0,20,2,7,6,1,v,d,t
30,r,n,j,1,8,2,4,5,1,v,d,t
15,r,n,s,1,6,3,9,8,1,v,d,t
5,r,n,s,1,10,2,6,5,1,v,d,t
35,r,q,s,1,17,3,7,6,2,v,d,t
15,r,n,s,1,17,3,7,7,1,v,d,t
10,i,x,s,0,6,4,14,12,1,v,d,t
5,r,n,t,1,17,2,15,5,1,v,q,t
0,r,n,s,1,8,2,4,5,1,v,d,t
30,r,q,s,1,21,3,6,5,1,v,d,t
0,i,x,t,0,21,2,15,7,1,v,d,t
10,r,q,s,1,17,2,8,5,2,v,d,n
50,r,n,s,1,7,2,7,6,1,w,d,t
5,i,n,t,0,26,2,15,3,0,v,d,t
35,r,n,s,1,21,3,7,6,1,a,d,t
20,r,n,t,1,6,3,5,6,1,v,d,t
15,r,n,t,1,8,3,11,7,1,v,d,t
40,r,n,s,1,17,3,9,6,1,v,d,n
20,r,n,s,1,7,2,12,6,1,v,d,t
10,r,n,t,1,17,2,7,7,1,v,d,t
15,r,n,s,0,26,2,6,4,1,v,d,n
85,r,n,j,1,11,3,3,6,1,v,d,t
20,r,q,s,1,8,3,12,9,1,v,d,t
45,r,q,t,1,17,2,6,5,1,v,d,t
25,r,q,s,1,21,2,11,6,1,v,d,t
15,r,q,s,1,17,2,6,5,1,v,d,t
30,r,n,s,1,7,2,10,5,1,v,d,t
95,r,n,s,1,17,2,8,5,1,v,d,t
15,r,n,s,1,27,2,10,7,1,v,d,n
35,r,q,s,1,17,2,6,4,1,v,d,o
10,r,n,s,1,9,2,8,5,1,v,d,t
0,i,x,s,0,7,1,16,3,1,v,d,t
0,h,n,t,0,6,1,3,3,1,v,d,t
35,r,q,s,1,21,2,6,4,1,v,d,t
20,r,n,s,0,9,3,6,6,1,v,d,t
0,r,n,s,1,8,2,4,4,1,v,d,t
20,r,n,s,1,4,2,7,5,1,v,d,t
5,r,q,t,1,17,2,10,7,1,v,q,t
15,r,n,s,1,17,1,9,3,1,v,d,t
5,i,x,t,1,8,2,8,7,0,v,q,t
0,u,n,s,0,26,1,10,3,0,v,d,t
60,r,n,t,1,8,2,7,6,1,v,d,t
25,i,x,s,0,11,3,11,10,1,v,d,t
10,r,n,s,1,8,2,2,5,1,v,d,n
25,r,n,t,1,17,2,6,4,1,w,d,t
0,w,q,s,0,20,2,4,4,1,a,d,t
0,i,x,s,0,13,4,17,12,1,v,q,t
5,r,n,t,0,27,2,12,6,1,w,d,t
5,r,n,s,0,20,3,5,8,1,v,d,n
20,r,q,s,1,21,3,20,6,1,v,d,t
25,r,q,s,1,26,2,6,5,1,v,d,t
0,r,x,s,0,6,1,8,3,1,v,d,t
10,r,n,s,1,21,3,3,5,1,v,d,t
20,r,q,s,1,6,2,10,5,2,v,d,t
0,i,x,s,0,21,2,11,6,1,v,d,t
80,r,n,j,1,11,3,2,8,1,v,d,t
0,w,n,s,0,20,1,8,3,1,v,d,t
10,r,n,s,0,1,2,16,6,1,v,d,t
25,r,n,s,1,17,2,9,5,1,v,d,o
15,r,n,s,1,17,3,6,5,2,v,d,t
0,u,n,t,0,26,1,6,3,0,v,d,t
20,r,n,s,1,8,3,7,7,1,v,d,t
5,r,n,s,1,8,1,3,2,1,v,d,t
15,r,n,t,1,6,2,8,5,1,v,d,t
10,r,q,t,1,7,2,9,6,1,v,d,t
40,r,n,s,1,17,2,7,4,1,v,d,n
10,r,n,s,1,6,2,7,7,1,v,d,t
15,r,n,t,1,27,2,16,7,2,v,d,t
95,r,q,o,1,11,3,3,8,1,v,d,t
5,r,q,s,1,21,2,8,4,1,v,d,t
5,w,n,s,0,26,1,3,3,1,v,d,t
5,r,n,s,1,17,3,6,7,1,v,d,t
10,r,n,s,1,8,2,5,8,1,v,d,t
5,i,x,s,0,26,3,19,10,1,v,d,t
5,i,x,s,0,6,3,24,9,1,v,d,t
5,r,q,s,1,21,3,7,9,1,v,d,t
0,r,n,s,0,20,2,2,3,1,v,d,n
20,r,q,s,1,21,2,6,6,1,v,d,t
10,r,n,t,0,12,2,6,5,1,v,d,t
995,r,q,s,1,21,3,8,6,1,v,d,t
15,r,q,s,1,21,3,17,8,1,v,d,t
0,i,x,s,0,27,3,23,10,0,v,q,t
0,r,n,t,1,7,1,4,3,1,v,d,t
50,r,n,s,1,6,2,6,5,0,v,d,t
5,r,n,s,1,17,2,8,4,1,v,d,t
20,r,n,s,1,4,2,3,4,2,v,d,t
35,r,n,s,1,18,3,14,6,1,v,d,t
60,r,q,s,1,17,2,9,5,1,v,d,t
